"id","name","lastname","document","number","qualification","creditLine","cardExpiration","cardNumber","cardBrand","cardType","disbursementAmount","disbursementDate","currency","interestRate","hasInsurance","status","product","policyNumber","paymentAmount","paymentFrequency","paymentCurrency","store","province"
"f3a283c0-3bda-4ac1-a651-3f7a9f221f85","Allyce","O'Fallone","CE","82318199","INVESTIGADO","38905121","38936567","5108758745498322","18260656","27688327","$57382.12","03/11/2022","PEN","0.78","false","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","4818","$657.10","PAGO_UNICO","PEN","Otonomy, Inc.","CUZCO"
"8defaf61-6f61-4331-9e2a-e96b4b1e0039","Ivan","Hayman","CE","74207221","INVESTIGADO","97225299","39196368","5108754775530472","52100242","36766250","$61394.48","23/12/2022","USD","0.59","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","8513","$622.19","SEMANAL","USD","CGG","AREQUIPA"
"031f5ac2-4f5e-477a-b0f4-69b0c786113c","Augustus","Klausen","CE","77059868","RECHAZADO","92457809","74026437","5048374305623425","30421510","64994471","$38605.59","03/01/2021","PEN","0.39","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","8497","$842.74","QUINCENAL","PEN","First Trust Multi Cap Growth AlphaDEX Fund","AYACUCHO"
"d0b53e8f-5354-46ae-b7c4-fe71255172a2","Tabb","Copestake","CE","21723123","INVESTIGADO","24588939","64927576","5108754276610328","45173271","31361379","$91667.46","24/12/2021","PEN","0.14","false","false","SEGURO_TARJETAS_360","2154","$45.45","TRIMESTRAL","PEN","Tsakos Energy Navigation Ltd","UCAYALI"
"8ef569c3-57ff-413d-96c1-6cd9f2079b12","Hartwell","Runnalls","DNI","61956550","APROBADO","50231654","41774149","5048375812215019","79034126","79921300","$79435.01","25/02/2020","PEN","0.5","true","true","PROTECCION_TARJETA_IBK","1131","$860.50","SEMANAL","USD","OptimumBank Holdings, Inc.","AREQUIPA"
"57fd78ca-c3b0-420f-a7f3-44a1caa82ff3","Sisely","Calfe","DNI","40631496","INVESTIGADO","32410951","46096023","5048373319438200","95320134","29622200","$40490.88","08/01/2021","PEN","0.54","false","true","PROTECCION_TARJETA_IBK","8785","$89.14","MENSUAL","USD","NeoGenomics, Inc.","PUNO"
"de10b9c4-864e-4a2f-8204-364cd49f94fb","Sharl","Cottom","CE","69255281","RECHAZADO","25964218","60893150","5048378032240908","65914327","30217800","$33894.56","30/10/2020","USD","0.46","false","false","PROTECCION_TARJETA_IBK","6484","$97.27","MENSUAL","USD","Village Bank and Trust Financial Corp.","TUMBES"
"1589d6c3-8587-48be-9956-a644bb8f5168","Candie","Halden","CE","86168822","INVESTIGADO","22601214","86418393","5108758532366435","56985728","54320020","$2176.74","11/12/2020","PEN","0.85","false","false","PROTECCION_TARJETA_IBK","6222","$657.18","QUINCENAL","PEN","Xylem Inc.","UCAYALI"
"6a3133b6-f49a-4eeb-be21-fb46f31ed655","Franny","Gorger","DNI","72383915","APROBADO","27064345","15514383","5048374672912120","88287149","68824673","$17016.99","02/06/2021","USD","0.24","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7354","$844.52","PAGO_UNICO","PEN","Capitol Federal Financial, Inc.","LIMA"
"74d0175e-1659-4541-b231-c31565e4a4d1","Annamaria","Dockerty","CE","24427700","RECHAZADO","29846636","98354500","5108755578286592","84073862","73555361","$54422.51","17/12/2020","USD","0.76","false","false","PROTECCION_TARJETA_IBK","3117","$64.72","QUINCENAL","USD","ICF International, Inc.","ICA"
"f17dcd7e-eae8-478e-9fe2-8ad257f810ac","Malcolm","Ferriby","DNI","93781535","RECHAZADO","63422261","95853618","5108757394624758","91812656","25636541","$77187.12","04/06/2021","PEN","0.38","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","9482","$556.00","MENSUAL","PEN","Western Asset Variable Rate Strategic Fund Inc.","TUMBES"
"d0865343-5d8f-4e0d-907b-d72098451881","Manny","Twining","CE","30500936","INVESTIGADO","43881388","34201343","5108753910406226","31081425","64355784","$7753.25","18/06/2022","USD","0.76","true","false","PROTECCION_TARJETA_IBK","2575","$802.54","QUINCENAL","PEN","Boston Scientific Corporation","PIURA"
"dff5560f-22ce-4a1c-b05a-884ea9feab39","Susana","Stoggles","DNI","87766888","INVESTIGADO","20953020","31307532","5048378886627275","27738731","17162086","$68732.10","11/09/2022","USD","0.55","false","false","PROTECCION_TARJETA_IBK","8572","$655.54","ANUAL","PEN","EQT GP Holdings, LP","CUZCO"
"beff1833-d93c-4d06-867a-a6e9e53aab87","Brigid","Elijahu","DNI","35117293","RECHAZADO","76253198","64074733","5048370919497081","29958499","36119349","$62068.19","16/10/2020","USD","0.28","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7642","$417.63","SEMANAL","USD","Nuveen Insured California Select Tax-Free Income Portfolio","IQUITOS"
"70e1d708-e033-405a-882a-3edf0221d013","Clement","Olekhov","CE","88971162","RECHAZADO","14085914","32656237","5048373078660432","72278415","22252790","$29610.66","07/12/2020","USD","0.62","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","8524","$87.74","PAGO_UNICO","USD","Quad Graphics, Inc","UCAYALI"
"e045b166-96e2-477e-8232-bda23f534a39","Dorthy","Backshaw","CE","25820380","INVESTIGADO","30477662","35225859","5048376997073090","41378675","16463058","$86689.86","02/12/2020","USD","0.29","false","true","SEGURO_TARJETAS_360","9537","$391.85","ANUAL","PEN","Callon Petroleum Company","CUZCO"
"56a87253-75a7-4a75-a264-61b869d4578b","Brand","Kemson","DNI","83171032","RECHAZADO","25389095","38261400","5108751759071127","98693395","78846522","$45228.29","18/03/2020","USD","0.27","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7449","$690.40","MENSUAL","USD","Spherix Incorporated","TUMBES"
"dd7e23c8-61cd-4c16-b40a-198b148f2b68","Laraine","Mc-Kerley","CE","23371581","INVESTIGADO","70176316","86193230","5108750344420781","94628764","90776448","$28006.84","26/07/2020","PEN","0.81","true","false","SEGURO_TARJETAS_360","6810","$656.87","QUINCENAL","PEN","iPath US Treasury Long Bond Bull ETN","LIMA"
"8a44d846-89a9-4adc-a322-bb067a2d8d64","Sara","Boughton","CE","92530315","RECHAZADO","89719573","23336781","5048374048492922","35254410","46905367","$36950.75","01/04/2022","USD","0.21","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7103","$351.93","MENSUAL","USD","AmTrust Financial Services, Inc.","PIURA"
"e4c8e302-ef7f-48a6-a8be-b115e9f1d10b","Brandice","Imos","CE","17792560","APROBADO","72651421","80316712","5048370934132648","36635770","73222332","$79066.95","14/05/2021","PEN","0.77","true","false","PROTECCION_TARJETA_IBK","4749","$227.94","QUINCENAL","PEN","AirMedia Group Inc","AYACUCHO"
"881c3a7d-94ad-49fc-8573-e6d0ac711de7","Ricoriki","Castelot","DNI","71085905","APROBADO","14294862","43267651","5048377971711044","86609160","29135989","$74400.04","02/01/2023","USD","0.71","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","9103","$221.08","MENSUAL","USD","Eaton Vance Enhanced Equity Income Fund II","CUZCO"
"632cfc86-7498-46b3-84c0-c03c326034f4","Kerby","Chaudron","CE","53295756","APROBADO","12433283","68450003","5048378990825807","48141343","75402997","$80731.80","10/12/2022","USD","0.25","true","true","SEGURO_TARJETAS_360","4904","$557.85","QUINCENAL","PEN","Avid Technology, Inc.","PUNO"
"e6e973e6-8004-4657-8c94-1c101a7acf1f","Zacharie","Spradbery","DNI","95112663","INVESTIGADO","30287983","87260004","5048379650061212","92216506","77163446","$57864.95","20/03/2021","PEN","0.59","false","false","SEGURO_TARJETAS_360","8544","$749.68","PAGO_UNICO","USD","MidWestOne Financial Group, Inc.","PIURA"
"0edab6a7-2674-4745-9408-4473866fa455","Vaughn","Scardifeild","DNI","57893338","RECHAZADO","19916528","82634329","5048370188359897","76524180","67871019","$33491.77","21/09/2021","USD","0.83","false","true","SEGURO_TARJETAS_360","1733","$813.90","MENSUAL","USD","Nuveen Municipal Income Fund, Inc.","CUZCO"
"1d2e3d65-1311-4cc9-b528-328ccc9582d4","Morna","Bangle","CE","69472939","INVESTIGADO","65896621","68865944","5108757094397135","54371484","88505927","$43060.28","11/07/2023","USD","0.64","false","true","SEGURO_TARJETAS_360","7621","$610.24","TRIMESTRAL","USD","GSV Capital Corp","IQUITOS"
"4fb2ca0d-9cda-472e-8545-50fd9fe39783","Nannette","Acres","CE","87996564","RECHAZADO","74785004","65025439","5048372635188168","10427063","97167725","$18291.74","02/09/2020","PEN","0.22","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","3865","$67.40","QUINCENAL","USD","Gores Holdings II, Inc.","AREQUIPA"
"c1129244-deb1-4df9-b99b-12bba0996757","Alaine","Bryenton","DNI","12911974","RECHAZADO","95213408","95547434","5108755483105390","12429084","18166176","$1595.61","08/01/2021","USD","0.63","true","false","SEGURO_TARJETAS_360","1126","$869.72","PAGO_UNICO","PEN","First US Bancshares, Inc.","ICA"
"c3195712-2b54-4350-a7d4-43975bb29762","Petronia","Jarrell","CE","89885827","RECHAZADO","43243706","61904619","5108759948307252","52952141","81910040","$32455.22","24/09/2020","PEN","0.56","true","true","SEGURO_TARJETAS_360","4979","$995.66","PAGO_UNICO","PEN","PS Business Parks, Inc.","AYACUCHO"
"cdd9f201-e61f-422e-87c8-6b613ae0c962","Flossie","Sedgman","CE","30204348","APROBADO","95948222","39529113","5048371378289449","32424386","12289857","$59185.54","03/11/2021","USD","0.11","false","false","SEGURO_TARJETAS_360","5600","$393.53","SEMANAL","USD","Titan Pharmaceuticals, Inc.","ICA"
"ad043c3b-7dfd-4bd5-a7fa-932a793b3856","Raffaello","Pithie","DNI","62890353","INVESTIGADO","30424472","29583003","5048373902198674","19096412","84698099","$99951.92","02/09/2022","PEN","0.65","false","false","SEGURO_TARJETAS_360","8156","$334.00","TRIMESTRAL","USD","Western New England Bancorp, Inc.","ICA"
"57f3363d-9895-48c0-b9a7-8d7719c9daac","Morgen","Griffin","CE","19297430","INVESTIGADO","25356377","47952038","5108758440982307","57187017","66939343","$35694.96","10/05/2023","PEN","0.34","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7898","$985.49","PAGO_UNICO","PEN","Southern California Edison Company","PIURA"
"b2913b89-637c-4d9d-835f-05021e7c0fb3","Marylin","McCheyne","DNI","50485951","INVESTIGADO","83856530","20454998","5108750670742857","67977545","13163205","$38776.59","03/11/2022","USD","0.56","true","false","PROTECCION_TARJETA_IBK","6178","$89.12","PAGO_UNICO","PEN","Terex Corporation","LIMA"
"0bce9333-a291-4c2a-9d54-68e73931637e","Patrice","Whybrow","CE","75575942","RECHAZADO","19639519","82650369","5048370830361416","43880061","27183149","$87474.11","16/01/2021","PEN","0.46","true","false","SEGURO_TARJETAS_360","2962","$176.48","MENSUAL","PEN","Boot Barn Holdings, Inc.","AREQUIPA"
"1f7a9120-fa71-4b8c-83fc-d4ca6ed7677e","Jenica","Comello","CE","43931962","RECHAZADO","88711138","95886178","5108754435114105","13437105","98026152","$32308.89","26/12/2022","PEN","0.11","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7035","$428.45","MENSUAL","PEN","MaxLinear, Inc","PIURA"
"6c4b993c-ce99-4ece-a8af-f50cd9e2595a","Dana","Parrington","DNI","72188446","RECHAZADO","57684659","61029606","5108753320508249","86346882","27934335","$3598.59","14/05/2021","PEN","0.69","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","2921","$472.71","TRIMESTRAL","USD","Dorman Products, Inc.","AREQUIPA"
"ecb24528-0f95-4f08-87a4-b87c774433b2","Orin","Stairs","CE","26720185","APROBADO","73771345","52820827","5108753460165230","60171374","68569632","$35167.98","18/05/2020","PEN","0.56","true","false","SEGURO_TARJETAS_360","1764","$900.92","ANUAL","PEN","BlackRock Energy and Resources Trust","CUZCO"
"b577135f-f753-40ac-81a1-4e65275d4be1","Nola","Elmes","CE","28685095","INVESTIGADO","99485367","39274374","5048375458239851","26284898","88303710","$62563.08","28/10/2020","USD","0.67","true","false","SEGURO_TARJETAS_360","1613","$622.08","TRIMESTRAL","USD","Lazard Ltd.","LIMA"
"fec3100c-8da6-4fd6-8c55-3ee88f92f7b1","Ammamaria","Lewton","DNI","86716219","APROBADO","57231566","45114971","5048378825861704","84367614","63554173","$84340.55","11/12/2022","USD","0.1","true","false","SEGURO_TARJETAS_360","7332","$258.65","MENSUAL","USD","TESSCO Technologies Incorporated","TUMBES"
"a92ae26c-6238-4286-bcd1-c7f12ea85d05","Karisa","Spong","CE","88347663","INVESTIGADO","79388807","71359785","5048371055669699","43614445","93187630","$46647.18","04/01/2023","PEN","0.44","false","false","PROTECCION_TARJETA_IBK","2905","$714.38","MENSUAL","USD","Galapagos NV","PIURA"
"771f218b-b823-4490-9e13-51e78dc5fcf5","Arni","Fahey","DNI","85267231","INVESTIGADO","48844609","48672309","5108756136248918","27600827","78215495","$23566.93","13/04/2023","PEN","0.67","false","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","4033","$681.36","PAGO_UNICO","PEN","AmTrust Financial Services, Inc.","PIURA"
"563f7c67-2b82-4999-b627-d707bd8dfda7","Lindi","Keirle","CE","24169102","INVESTIGADO","53965197","54552792","5108751534189434","61043637","58409167","$60273.88","22/03/2021","USD","0.4","true","true","PROTECCION_TARJETA_IBK","1025","$763.16","MENSUAL","USD","Morgan Stanley","UCAYALI"
"46ad7e40-fb5d-48a2-9b4f-9b3bccad3926","Pippy","Figin","CE","58764971","INVESTIGADO","33845469","71487708","5048375163648776","34087151","50391985","$25825.82","03/05/2023","USD","0.67","true","true","PROTECCION_TARJETA_IBK","8549","$769.22","ANUAL","USD","Verona Pharma plc","PIURA"
"4c53f988-d819-4009-a0af-6b0cb38d9d52","Gabbey","Irnys","DNI","63839560","APROBADO","94034989","12808997","5108755005402853","37670858","29273881","$57596.96","16/04/2020","USD","0.17","false","false","SEGURO_TARJETAS_360","4535","$551.47","ANUAL","USD","Carlisle Companies Incorporated","ICA"
"eee17c82-4d4e-4b82-8593-49b6ade5b32d","Dennison","Reed","DNI","21127263","APROBADO","18086834","20006206","5108759637079964","51053727","33853511","$21095.53","22/08/2022","PEN","0.77","true","false","SEGURO_TARJETAS_360","5768","$738.30","QUINCENAL","PEN","JMU Limited","PIURA"
"123a230a-caef-4123-a161-75276aee310e","Ruthanne","Leabeater","CE","87775867","INVESTIGADO","73686209","41989473","5048377381328454","88304831","74774008","$35586.85","14/06/2020","PEN","0.54","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7476","$321.25","ANUAL","PEN","NextEra Energy, Inc.","AREQUIPA"
"0b57257d-fc58-4a75-aea1-ef9eb6545156","Lesya","Ginsie","DNI","85492511","INVESTIGADO","91532484","92105708","5048376447687150","42531526","34227938","$36935.35","08/04/2020","USD","0.25","true","true","SEGURO_TARJETAS_360","5336","$814.24","TRIMESTRAL","USD","Stewardship Financial Corp","PIURA"
"193214d2-1299-4142-8b29-ad5d0b18a657","Terrye","Wholesworth","CE","91032850","RECHAZADO","53904463","45116317","5108752259597504","92733606","71517191","$27368.08","12/11/2020","PEN","0.25","true","true","SEGURO_TARJETAS_360","4631","$32.03","PAGO_UNICO","USD","Brookfield Infrastructure Partners LP","TUMBES"
"0df8e4a6-71ff-4f8e-94b4-40f4a3a54375","Tonya","Tilne","CE","84652512","RECHAZADO","66547204","80129163","5108756076369294","98282324","78701286","$2071.38","30/08/2021","USD","0.53","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","9815","$963.66","SEMANAL","PEN","Apartment Investment and Management Company","PIURA"
"0a069182-0f48-435f-afe0-f831024feb12","Chris","Westberg","CE","32583152","RECHAZADO","51959584","94258836","5048370057903742","98034182","91692662","$92660.99","13/12/2021","USD","0.82","false","true","PROTECCION_TARJETA_IBK","4701","$902.79","QUINCENAL","USD","Wells Fargo & Company","AYACUCHO"
"2e840940-9c90-4202-9620-92a0732688e4","Tish","Arch","DNI","47738788","APROBADO","17004804","58950127","5048375637326298","80283521","65784058","$86367.89","14/12/2020","PEN","0.74","false","true","PROTECCION_TARJETA_IBK","8285","$931.40","QUINCENAL","PEN","First Internet Bancorp","AREQUIPA"
"c11f2656-f9e0-4b4d-98f3-c95d14db8dc3","Elianore","Gelling","DNI","27315480","APROBADO","10901639","84874799","5108754553630098","64394509","59189228","$3788.86","17/03/2021","USD","0.39","true","false","SEGURO_TARJETAS_360","6372","$251.99","PAGO_UNICO","PEN","Stericycle, Inc.","ICA"
"31517524-b940-41db-93be-706ca55f1e73","Lou","Rizzello","DNI","88001025","INVESTIGADO","90978905","21671651","5048370419626205","19152845","68913544","$70007.76","05/05/2021","USD","0.51","true","false","SEGURO_TARJETAS_360","8649","$202.79","SEMANAL","USD","US Foods Holding Corp.","CUZCO"
"4b32edc8-950f-48b4-ac61-a0bded950a97","Murvyn","Mundy","DNI","12118199","APROBADO","83311336","72259880","5108753776811006","92980547","48357045","$2105.40","18/10/2022","PEN","0.12","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","4042","$724.46","ANUAL","USD","Brookfield Global Listed Infrastructure Income Fund","PUNO"
"43da2f02-28ba-438c-af1a-c3b761a32a5a","Katalin","Forsard","CE","74187113","RECHAZADO","25600408","14454186","5048372740964776","95913887","33447453","$97121.87","29/08/2022","PEN","0.24","false","true","SEGURO_TARJETAS_360","1558","$36.33","MENSUAL","PEN","Cypress Energy Partners, L.P.","TUMBES"
"2d64a63d-cdc9-4ffd-a1c8-e1675e38be38","Amelina","Prinnett","DNI","83336832","RECHAZADO","18461944","87664935","5108756616853088","27253393","83524405","$52124.99","20/06/2022","PEN","0.18","true","false","PROTECCION_TARJETA_IBK","5294","$762.98","MENSUAL","USD","Elkhorn Commodity Rotation Strategy ETF","AYACUCHO"
"9f4b08f7-815d-4435-89d0-58009aff52e3","Marcello","Farquarson","DNI","47766034","RECHAZADO","58596308","69242983","5108751266889656","99508828","26776580","$11214.42","13/01/2023","PEN","0.1","true","true","SEGURO_TARJETAS_360","2450","$204.04","PAGO_UNICO","PEN","DoubleLine Opportunistic Credit Fund","TUMBES"
"0c20dcca-6c63-4b9a-ba9b-c35332062f25","Jeffy","Natalie","CE","82859629","APROBADO","47912707","89964127","5048376879327473","45167245","79388164","$65780.47","05/04/2023","PEN","0.18","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","5948","$272.48","SEMANAL","PEN","Energy Focus, Inc.","AYACUCHO"
"35649426-1c0d-4695-b9ec-d6f68e1795e5","Shirley","de Tocqueville","CE","55937836","RECHAZADO","71995708","58763647","5108750866280308","63150849","22758821","$92513.17","04/06/2021","PEN","0.55","true","true","SEGURO_TARJETAS_360","5904","$52.32","TRIMESTRAL","PEN","PowerShares DWA Financial Momentum Portfolio","AREQUIPA"
"429ec0be-eef0-4762-9a5a-c109f65c5676","Fae","O'Brallaghan","DNI","42250797","INVESTIGADO","17597597","19931256","5048374256911985","18486488","56983176","$48285.44","28/08/2022","PEN","0.65","false","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","6814","$817.22","MENSUAL","USD","Armstrong World Industries Inc","AREQUIPA"
"ce571756-54e2-4ca1-9898-f2c624e703b5","Clayson","Note","DNI","58214549","INVESTIGADO","39665116","55501515","5048371278637887","76676058","18352078","$57064.99","21/02/2022","USD","0.29","false","true","SEGURO_TARJETAS_360","2174","$243.90","ANUAL","PEN","Atossa Genetics Inc.","AREQUIPA"
"a0c79115-514f-4ed8-ab63-a4c687987109","Giraldo","Itzcovich","DNI","10849384","RECHAZADO","79795130","30544160","5048379834329147","25264094","64383007","$51405.88","13/12/2022","USD","0.48","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7162","$163.53","ANUAL","PEN","New York Community Bancorp, Inc.","TUMBES"
"68de3bdc-4ac2-4656-8aea-33ad27c0517b","Morgen","Keniwell","DNI","92645822","INVESTIGADO","93214421","44943053","5048375424995719","51908024","12445032","$81609.04","05/02/2021","USD","0.11","false","true","SEGURO_TARJETAS_360","3612","$505.44","QUINCENAL","USD","Wolverine Bancorp, Inc.","CUZCO"
"3f09ccfe-69e8-49e9-b4cb-47a080a2737f","Nero","Andrew","CE","28097677","RECHAZADO","15643489","55687171","5108754313827679","18367460","19771878","$65020.97","27/02/2021","PEN","0.69","false","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","7060","$567.69","PAGO_UNICO","PEN","Paylocity Holding Corporation","IQUITOS"
"0b2d483d-362a-4e9c-92d6-6e194f05a63f","Bria","Kestin","CE","96234723","INVESTIGADO","34680093","35576010","5108750042097287","70577160","62656819","$51241.03","13/07/2021","PEN","0.42","true","true","SEGURO_TARJETAS_360","3045","$118.63","MENSUAL","USD","CDI Corporation","UCAYALI"
"ad3089b2-0c81-44d1-9dc2-7a2e530c16a8","Joceline","Berg","CE","60146637","APROBADO","51403522","89882998","5048370493619449","23859632","38801892","$87286.53","05/01/2022","USD","0.36","false","true","SEGURO_TARJETAS_360","9288","$743.44","MENSUAL","PEN","First Trust Nasdaq Transportation ETF","PUNO"
"e5f7b8ca-12fc-4905-8d6b-0b22ef6d9bc5","Guido","Scanderet","DNI","78822586","INVESTIGADO","61351804","81061640","5048372440760375","18090994","37691452","$19975.94","08/05/2023","PEN","0.8","false","true","SEGURO_TARJETAS_360","1160","$622.60","ANUAL","USD","Shinhan Financial Group Co Ltd","ICA"
"576f8c3d-280e-4925-9409-34e03e58f1f0","Romola","Vonderdell","DNI","49446841","INVESTIGADO","47890102","93830781","5108757858906378","35768684","51815660","$46332.98","20/01/2023","USD","0.34","false","true","PROTECCION_TARJETA_IBK","2679","$106.16","TRIMESTRAL","PEN","Nuveen Missouri Quality Municipal Income Fund","ICA"
"0cf727e5-aee3-462e-a4d6-6f1b7ab25f3e","Goldy","Pencost","CE","60906553","RECHAZADO","83111198","20826556","5048372301896854","65291467","33503981","$54012.06","05/06/2022","PEN","0.69","false","false","SEGURO_TARJETAS_360","2763","$785.29","ANUAL","PEN","Zynga Inc.","AREQUIPA"
"020e7096-0d32-4eda-bff4-c5f8cff6dccd","Tiffy","Lillyman","CE","70405435","RECHAZADO","89402299","71239983","5108759143272764","54139242","87620820","$90566.32","16/02/2023","PEN","0.24","false","true","PROTECCION_TARJETA_IBK","7565","$305.75","QUINCENAL","PEN","OptimumBank Holdings, Inc.","AYACUCHO"
"9d0a1ee6-7411-4329-996a-36f1bf8141c9","Britteny","Raggatt","CE","76592958","APROBADO","27692459","50910994","5048374486302856","38886834","73859027","$12124.12","23/10/2021","USD","0.5","true","false","SEGURO_TARJETAS_360","7943","$600.20","SEMANAL","PEN","First Trust Senior Loan Fund ETF","TUMBES"
"ea3f362d-a0c6-4de6-8733-93fa8ea9373a","Alaine","Weigh","CE","57549215","RECHAZADO","68024455","38888783","5108754706468073","16423735","66413377","$63102.52","23/02/2020","PEN","0.62","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","8975","$923.30","ANUAL","PEN","Genuine Parts Company","LIMA"
"7574541b-05c3-4be3-bb31-db6552f537bf","Syman","Mannie","DNI","37732486","RECHAZADO","69696750","61013232","5048371081831446","51884092","82100843","$14926.60","11/01/2022","PEN","0.81","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","2385","$437.34","TRIMESTRAL","USD","iPath US Treasury 2-year Bull ETN","LIMA"
"5f0e3f2d-e847-4a23-89ac-72c261c6875f","Mommy","Philip","CE","84414353","RECHAZADO","79029331","37456751","5048370078564713","73626976","77286768","$70973.05","26/11/2020","USD","0.53","false","true","SEGURO_TARJETAS_360","5113","$23.44","ANUAL","USD","CGG","PUNO"
"1846210d-773d-4ed1-acaa-f4916c5163a7","Iggy","Dabourne","DNI","65129882","APROBADO","77825360","76941016","5108759640995651","81308845","95849161","$22552.85","12/05/2021","USD","0.62","false","true","PROTECCION_TARJETA_IBK","3122","$132.71","QUINCENAL","USD","Thermo Fisher Scientific Inc","AYACUCHO"
"d18bbfb0-614e-450e-a527-2792ba4cb5ef","Yelena","Elcome","CE","93129049","INVESTIGADO","18225331","19515751","5108752509007700","98726167","94403852","$26606.73","14/09/2020","USD","0.34","true","false","SEGURO_TARJETAS_360","8723","$115.26","QUINCENAL","PEN","Sprouts Farmers Market, Inc.","AREQUIPA"
"3366203f-77e8-4c7b-9475-72588b7c836b","Carlee","Dronsfield","CE","89137822","APROBADO","31196089","24949242","5048370518189667","17741448","59973810","$65073.35","24/02/2023","PEN","0.48","true","true","SEGURO_TARJETAS_360","9421","$426.94","TRIMESTRAL","PEN","CommerceHub, Inc.","IQUITOS"
"7ed0a2cd-4988-4f7a-990a-73b4da805cf5","Carey","Leipelt","DNI","22172891","RECHAZADO","15243072","20108829","5108752747561724","30842339","81095698","$13553.06","21/07/2023","USD","0.12","true","true","SEGURO_TARJETAS_360","8948","$83.90","PAGO_UNICO","PEN","Sportsman's Warehouse Holdings, Inc.","UCAYALI"
"f4b50f45-61af-4f18-91d4-7b01941bec05","Cary","MacCoughen","DNI","73549016","RECHAZADO","19701598","29664284","5108750497824268","73876349","96909666","$54044.98","24/09/2022","PEN","0.12","true","true","SEGURO_TARJETAS_360","8818","$180.02","TRIMESTRAL","USD","TriCo Bancshares","ICA"
"107b8eab-d83a-498d-954f-3b4d1145756b","Giavani","McCutheon","DNI","77833247","RECHAZADO","68597833","23027880","5108754614293126","82782395","94160260","$74107.57","23/04/2020","PEN","0.44","false","false","PROTECCION_TARJETA_IBK","4332","$556.60","ANUAL","PEN","First Trust","PUNO"
"3f2cf4e6-18cf-4a06-b097-6b143cec95b4","Thoma","Mawford","CE","26398239","INVESTIGADO","94160334","38223753","5048370331964064","41274406","68185521","$83729.60","29/06/2020","USD","0.53","false","true","PROTECCION_TARJETA_IBK","7556","$899.69","MENSUAL","PEN","Old Dominion Freight Line, Inc.","TUMBES"
"741d19a0-3338-4b68-b75d-e953ac97a54d","Lezlie","Foxley","CE","64139788","INVESTIGADO","59200148","30948967","5108754187738945","34629308","88649503","$72954.06","23/03/2023","USD","0.37","true","false","SEGURO_TARJETAS_360","7170","$214.18","SEMANAL","USD","Vident Core U.S. Bond Strategy Fund","AREQUIPA"
"6f064271-b348-4b54-8870-0b4fc3cf9e19","Roanna","Scoyne","DNI","80646355","APROBADO","33851276","53554532","5108759728648107","58007973","23524576","$86335.61","05/05/2022","PEN","0.81","true","true","SEGURO_TARJETAS_360","8104","$571.76","QUINCENAL","USD","Resolute Energy Corporation","PIURA"
"e52b84ea-4621-44e8-97eb-12722e744c56","Monte","Stailey","DNI","40117746","RECHAZADO","11025062","51513482","5048378897768829","74682532","18174273","$70275.39","17/09/2020","USD","0.4","true","false","PROTECCION_TARJETA_IBK","8837","$716.98","TRIMESTRAL","PEN","Southern Copper Corporation","AREQUIPA"
"60bd90e4-6a37-4926-a544-1d96b0fe2c6e","Euell","Penhaleurack","CE","66788377","APROBADO","51198509","91660645","5108756962019417","80675421","96379360","$83624.43","31/03/2020","USD","0.46","true","true","PROTECCION_TARJETA_IBK","6084","$559.82","MENSUAL","USD","Aevi Genomic Medicine, Inc.","ICA"
"903c81db-4a03-425c-bee0-b39851aa84a1","Wilfred","Creegan","CE","51697677","INVESTIGADO","46622025","47052622","5108756985115432","45941733","36809161","$4231.21","11/05/2021","PEN","0.77","false","true","PROTECCION_TARJETA_IBK","6713","$972.37","PAGO_UNICO","USD","Horizon Technology Finance Corporation","AREQUIPA"
